7.963330593811954738e-01,7.256097560975610650e-01,4.674868996222157347e-01,5.426095162342934319e-01,3.115520221521442257e-01,7.256097560975610650e-01,1.380394075935581777e-01,6.349812749303676007e-01,1.071986810705455456e-01,4.512195121951219634e-01,1.000000000000000000e+00,5.122960830695529877e-01,1.071986810705455456e-01,8.834522085987723816e-01,4.512195121951219634e-01,-1.104315260748465477e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.104315260748465477e-01,-6.736259938424740690e-02,-1.104315260748465477e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,4.512195121951219634e-01,3.115520221521442257e-01,7.256097560975610650e-01
3.727642044390083731e-01,5.122960830695529877e-01,9.230242056471360534e-01,3.768972770730657507e-01,2.049611975440439049e-01,5.122960830695529877e-01,4.335549847620599750e-02,6.286547279049869985e-01,3.727642044390083731e-01,7.277477067903931340e-01,5.122960830695529877e-01,1.000000000000000000e+00,1.202465175609704513e-02,4.335549847620600583e-01,2.968444593487130079e-01,-1.517442446667209843e-01,-1.147078669352808861e-01,-1.147078669352808861e-01,-6.470396333157187041e-02,-1.340587880929671738e-01,-1.147078669352808861e-01,-1.147078669352808861e-01,-1.147078669352808861e-01,-1.517442446667209843e-01,-9.256312147150369540e-02,-1.517442446667209843e-01,-1.340587880929671738e-01,-1.340587880929671738e-01,-1.147078669352808861e-01,-6.470396333157187041e-02,2.968444593487130079e-01,5.024855165595915052e-01,7.277477067903931340e-01
3.846153846153845673e-02,1.071986810705455456e-01,-1.139901881468883063e-02,1.572427255082877451e-01,5.498414147691575993e-01,3.369101405074289013e-01,2.773500981126145182e-01,6.933752452815362954e-02,2.307692307692307543e-01,1.071986810705455456e-01,1.071986810705455456e-01,1.202465175609704513e-02,1.000000000000000000e+00,6.933752452815362954e-02,1.071986810705455456e-01,-1.386750490563072591e-01,-1.048284836721918162e-01,-1.048284836721918162e-01,-5.913123959890825843e-02,-1.225127783663377684e-01,-1.048284836721918162e-01,-1.048284836721918162e-01,-1.048284836721918162e-01,-1.386750490563072591e-01,-8.459098688756271078e-02,-1.386750490563072591e-01,-1.225127783663377684e-01,-1.225127783663377684e-01,-1.048284836721918162e-01,-5.913123959890825843e-02,1.071986810705455456e-01,2.326252139407974651e-01,1.071986810705455456e-01
9.013878188659972812e-01,6.349812749303676007e-01,3.904475948502235672e-01,4.724555912615340247e-01,2.668724980820581516e-01,6.349812749303676007e-01,9.999999999999999167e-02,5.499999999999999334e-01,6.933752452815362954e-02,3.865103412619628753e-01,8.834522085987723816e-01,4.335549847620600583e-01,6.933752452815362954e-02,1.000000000000000000e+00,3.865103412619629308e-01,-1.249999999999999861e-01,-9.449111825230679940e-02,-9.449111825230679940e-02,-5.330017908890260364e-02,-1.104315260748465338e-01,-9.449111825230679940e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.249999999999999861e-01,-7.624928516630231912e-02,-1.249999999999999861e-01,-1.104315260748465338e-01,-1.104315260748465338e-01,-9.449111825230679940e-02,-5.330017908890260364e-02,3.865103412619629308e-01,2.668724980820581516e-01,6.349812749303676007e-01
3.369101405074289013e-01,7.256097560975610650e-01,2.632450502727040065e-01,2.295655645606625994e-01,3.115520221521442257e-01,4.512195121951219634e-01,1.380394075935581777e-01,3.865103412619629308e-01,1.071986810705455456e-01,1.768292682926829451e-01,4.512195121951219634e-01,2.968444593487130079e-01,1.071986810705455456e-01,3.865103412619629308e-01,1.000000000000000000e+00,-1.104315260748465477e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.104315260748465477e-01,-6.736259938424740690e-02,-1.104315260748465477e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,1.768292682926829451e-01,3.115520221521442257e-01,4.512195121951219634e-01
-1.386750490563072591e-01,-1.104315260748465477e-01,-1.643989873053572914e-01,-9.449111825230679940e-02,-7.624928516630231912e-02,-1.104315260748465477e-01,-1.249999999999999861e-01,-1.249999999999999861e-01,-1.386750490563072591e-01,-1.104315260748465477e-01,-1.104315260748465477e-01,-1.517442446667209843e-01,-1.386750490563072591e-01,-1.249999999999999861e-01,-1.104315260748465477e-01,1.000000000000000000e+00,4.724555912615340247e-01,1.889822365046135988e-01,-5.330017908890260364e-02,3.865103412619629308e-01,-9.449111825230679940e-02,7.559289460184543952e-01,-9.449111825230679940e-02,-1.249999999999999861e-01,-7.624928516630231912e-02,7.749999999999999112e-01,3.865103412619629308e-01,1.380394075935581777e-01,4.724555912615340247e-01,-5.330017908890260364e-02,-1.104315260748465338e-01,-7.624928516630231912e-02,-1.104315260748465338e-01
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,4.724555912615340247e-01,1.000000000000000000e+00,2.857142857142856984e-01,-4.029114820126901420e-02,5.426095162342934319e-01,-7.142857142857142461e-02,6.428571428571427937e-01,-7.142857142857142461e-02,-9.449111825230679940e-02,-5.763904177042349780e-02,4.724555912615340247e-01,8.556534679079241812e-01,2.295655645606625994e-01,6.428571428571427937e-01,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,1.889822365046135988e-01,2.857142857142856984e-01,1.000000000000000000e+00,-4.029114820126901420e-02,2.295655645606625994e-01,-7.142857142857142461e-02,2.857142857142856984e-01,-7.142857142857142461e-02,1.889822365046135988e-01,-5.763904177042349780e-02,4.724555912615340247e-01,2.295655645606625994e-01,8.556534679079241812e-01,2.857142857142856984e-01,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-5.913123959890825843e-02,-4.708816093480111542e-02,-7.009996372327816083e-02,-4.029114820126901420e-02,-3.251280443811775667e-02,-4.708816093480111542e-02,-5.330017908890260364e-02,-5.330017908890260364e-02,-5.913123959890825843e-02,-4.708816093480111542e-02,-4.708816093480111542e-02,-6.470396333157187041e-02,-5.913123959890825843e-02,-5.330017908890260364e-02,-4.708816093480111542e-02,-5.330017908890260364e-02,-4.029114820126901420e-02,-4.029114820126901420e-02,1.000000000000000000e+00,-4.708816093480111542e-02,5.640760748177662265e-01,-4.029114820126901420e-02,5.640760748177662265e-01,4.264014327112208291e-01,6.990252954195317336e-01,-5.330017908890260364e-02,-4.708816093480111542e-02,-4.708816093480111542e-02,-4.029114820126901420e-02,-2.272727272727272790e-02,-4.708816093480111542e-02,-3.251280443811775667e-02,-4.708816093480111542e-02
-1.225127783663377684e-01,-9.756097560975610095e-02,-1.452386484263194499e-01,-8.347838711296821923e-02,-6.736259938424740690e-02,-9.756097560975610095e-02,-1.104315260748465338e-01,-1.104315260748465338e-01,-1.225127783663377684e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-1.340587880929671738e-01,-1.225127783663377684e-01,-1.104315260748465338e-01,-9.756097560975610095e-02,3.865103412619629308e-01,5.426095162342934319e-01,2.295655645606625994e-01,-4.708816093480111542e-02,1.000000000000000000e+00,-8.347838711296821923e-02,5.426095162342934319e-01,-8.347838711296821923e-02,-1.104315260748465477e-01,-6.736259938424740690e-02,3.865103412619628753e-01,4.512195121951219634e-01,1.768292682926829451e-01,8.556534679079241812e-01,-4.708816093480111542e-02,-9.756097560975610095e-02,-6.736259938424740690e-02,-9.756097560975610095e-02
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-7.142857142857142461e-02,-7.142857142857142461e-02,5.640760748177662265e-01,-8.347838711296821923e-02,1.000000000000000000e+00,-7.142857142857142461e-02,2.857142857142856984e-01,1.889822365046135988e-01,3.746537715077526975e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-7.142857142857142461e-02,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,7.559289460184543952e-01,6.428571428571427937e-01,2.857142857142856984e-01,-4.029114820126901420e-02,5.426095162342934319e-01,-7.142857142857142461e-02,1.000000000000000000e+00,-7.142857142857142461e-02,-9.449111825230679940e-02,-5.763904177042349780e-02,7.559289460184543952e-01,5.426095162342934319e-01,2.295655645606625994e-01,6.428571428571427937e-01,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-7.142857142857142461e-02,-7.142857142857142461e-02,5.640760748177662265e-01,-8.347838711296821923e-02,2.857142857142856984e-01,-7.142857142857142461e-02,1.000000000000000000e+00,7.559289460184543952e-01,8.069465847859289553e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-7.142857142857142461e-02,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-1.386750490563072591e-01,-1.104315260748465477e-01,-1.643989873053572914e-01,-9.449111825230679940e-02,-7.624928516630231912e-02,-1.104315260748465477e-01,-1.249999999999999861e-01,-1.249999999999999861e-01,-1.386750490563072591e-01,-1.104315260748465477e-01,-1.104315260748465477e-01,-1.517442446667209843e-01,-1.386750490563072591e-01,-1.249999999999999861e-01,-1.104315260748465477e-01,-1.249999999999999861e-01,-9.449111825230679940e-02,1.889822365046135988e-01,4.264014327112208291e-01,-1.104315260748465477e-01,1.889822365046135988e-01,-9.449111825230679940e-02,7.559289460184543952e-01,1.000000000000000000e+00,6.099942813304185529e-01,9.999999999999999167e-02,-1.104315260748465338e-01,1.380394075935581777e-01,-9.449111825230679940e-02,-5.330017908890260364e-02,-1.104315260748465338e-01,-7.624928516630231912e-02,-1.104315260748465338e-01
-8.459098688756271078e-02,-6.736259938424740690e-02,-1.002824421127800486e-01,-5.763904177042349780e-02,-4.651162790697674354e-02,-6.736259938424740690e-02,-7.624928516630231912e-02,-7.624928516630231912e-02,-8.459098688756271078e-02,-6.736259938424740690e-02,-6.736259938424740690e-02,-9.256312147150369540e-02,-8.459098688756271078e-02,-7.624928516630231912e-02,-6.736259938424740690e-02,-7.624928516630231912e-02,-5.763904177042349780e-02,-5.763904177042349780e-02,6.990252954195317336e-01,-6.736259938424740690e-02,3.746537715077526975e-01,-5.763904177042349780e-02,8.069465847859289553e-01,6.099942813304185529e-01,1.000000000000000000e+00,-7.624928516630231912e-02,-6.736259938424740690e-02,-6.736259938424740690e-02,-5.763904177042349086e-02,-3.251280443811775667e-02,-6.736259938424740690e-02,-4.651162790697674354e-02,-6.736259938424740690e-02
-1.386750490563072591e-01,-1.104315260748465477e-01,-1.643989873053572914e-01,-9.449111825230679940e-02,-7.624928516630231912e-02,-1.104315260748465477e-01,-1.249999999999999861e-01,-1.249999999999999861e-01,-1.386750490563072591e-01,-1.104315260748465477e-01,-1.104315260748465477e-01,-1.517442446667209843e-01,-1.386750490563072591e-01,-1.249999999999999861e-01,-1.104315260748465477e-01,7.749999999999999112e-01,4.724555912615340247e-01,4.724555912615340247e-01,-5.330017908890260364e-02,3.865103412619628753e-01,-9.449111825230679940e-02,7.559289460184543952e-01,-9.449111825230679940e-02,9.999999999999999167e-02,-7.624928516630231912e-02,1.000000000000000000e+00,3.865103412619629308e-01,3.865103412619629308e-01,4.724555912615340247e-01,-5.330017908890260364e-02,-1.104315260748465338e-01,-7.624928516630231912e-02,-1.104315260748465338e-01
-1.225127783663377684e-01,-9.756097560975610095e-02,-1.452386484263194499e-01,-8.347838711296821923e-02,-6.736259938424740690e-02,-9.756097560975610095e-02,-1.104315260748465338e-01,-1.104315260748465338e-01,-1.225127783663377684e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-1.340587880929671738e-01,-1.225127783663377684e-01,-1.104315260748465338e-01,-9.756097560975610095e-02,3.865103412619629308e-01,8.556534679079241812e-01,2.295655645606625994e-01,-4.708816093480111542e-02,4.512195121951219634e-01,-8.347838711296821923e-02,5.426095162342934319e-01,-8.347838711296821923e-02,-1.104315260748465338e-01,-6.736259938424740690e-02,3.865103412619629308e-01,1.000000000000000000e+00,1.768292682926829451e-01,5.426095162342934319e-01,-4.708816093480111542e-02,-9.756097560975610095e-02,-6.736259938424740690e-02,-9.756097560975610095e-02
-1.225127783663377684e-01,-9.756097560975610095e-02,-1.452386484263194499e-01,-8.347838711296821923e-02,-6.736259938424740690e-02,-9.756097560975610095e-02,-1.104315260748465338e-01,-1.104315260748465338e-01,-1.225127783663377684e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-1.340587880929671738e-01,-1.225127783663377684e-01,-1.104315260748465338e-01,-9.756097560975610095e-02,1.380394075935581777e-01,2.295655645606625994e-01,8.556534679079241812e-01,-4.708816093480111542e-02,1.768292682926829451e-01,-8.347838711296821923e-02,2.295655645606625994e-01,-8.347838711296821923e-02,1.380394075935581777e-01,-6.736259938424740690e-02,3.865103412619629308e-01,1.768292682926829451e-01,1.000000000000000000e+00,2.295655645606626272e-01,-4.708816093480111542e-02,-9.756097560975610095e-02,-6.736259938424740690e-02,-9.756097560975610095e-02
-1.048284836721918162e-01,-8.347838711296821923e-02,-1.242739532002400116e-01,-7.142857142857142461e-02,-5.763904177042349086e-02,-8.347838711296821923e-02,-9.449111825230679940e-02,-9.449111825230679940e-02,-1.048284836721918162e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.147078669352808861e-01,-1.048284836721918162e-01,-9.449111825230679940e-02,-8.347838711296821923e-02,4.724555912615340247e-01,6.428571428571427937e-01,2.857142857142856984e-01,-4.029114820126901420e-02,8.556534679079241812e-01,-7.142857142857142461e-02,6.428571428571427937e-01,-7.142857142857142461e-02,-9.449111825230679940e-02,-5.763904177042349086e-02,4.724555912615340247e-01,5.426095162342934319e-01,2.295655645606626272e-01,1.000000000000000000e+00,-4.029114820126901420e-02,-8.347838711296821923e-02,-5.763904177042349780e-02,-8.347838711296821923e-02
-5.913123959890825843e-02,-4.708816093480111542e-02,-7.009996372327816083e-02,-4.029114820126901420e-02,-3.251280443811775667e-02,-4.708816093480111542e-02,-5.330017908890260364e-02,-5.330017908890260364e-02,-5.913123959890825843e-02,-4.708816093480111542e-02,-4.708816093480111542e-02,-6.470396333157187041e-02,-5.913123959890825843e-02,-5.330017908890260364e-02,-4.708816093480111542e-02,-5.330017908890260364e-02,-4.029114820126901420e-02,-4.029114820126901420e-02,-2.272727272727272790e-02,-4.708816093480111542e-02,-4.029114820126901420e-02,-4.029114820126901420e-02,-4.029114820126901420e-02,-5.330017908890260364e-02,-3.251280443811775667e-02,-5.330017908890260364e-02,-4.708816093480111542e-02,-4.708816093480111542e-02,-4.029114820126901420e-02,1.000000000000000000e+00,-4.708816093480111542e-02,-3.251280443811775667e-02,-4.708816093480111542e-02
3.369101405074289013e-01,4.512195121951219634e-01,2.632450502727040065e-01,8.556534679079241812e-01,3.115520221521442257e-01,4.512195121951219634e-01,1.380394075935581777e-01,3.865103412619629308e-01,1.071986810705455456e-01,4.512195121951219634e-01,4.512195121951219634e-01,2.968444593487130079e-01,1.071986810705455456e-01,3.865103412619629308e-01,1.768292682926829451e-01,-1.104315260748465338e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.104315260748465338e-01,-6.736259938424740690e-02,-1.104315260748465338e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,1.000000000000000000e+00,3.115520221521442257e-01,4.512195121951219634e-01
2.326252139407974651e-01,3.115520221521442257e-01,4.638062947716076745e-01,3.746537715077526975e-01,4.767441860465116421e-01,3.115520221521442257e-01,2.668724980820581516e-01,2.668724980820581516e-01,5.498414147691575993e-01,6.904666436885359415e-01,3.115520221521442257e-01,5.024855165595915052e-01,2.326252139407974651e-01,2.668724980820581516e-01,3.115520221521442257e-01,-7.624928516630231912e-02,-5.763904177042349780e-02,-5.763904177042349780e-02,-3.251280443811775667e-02,-6.736259938424740690e-02,-5.763904177042349780e-02,-5.763904177042349780e-02,-5.763904177042349780e-02,-7.624928516630231912e-02,-4.651162790697674354e-02,-7.624928516630231912e-02,-6.736259938424740690e-02,-6.736259938424740690e-02,-5.763904177042349780e-02,-3.251280443811775667e-02,3.115520221521442257e-01,1.000000000000000000e+00,3.115520221521442257e-01
5.666215999443121598e-01,7.256097560975610650e-01,6.717287489717274074e-01,5.426095162342934319e-01,3.115520221521442257e-01,7.256097560975610650e-01,1.380394075935581777e-01,8.834522085987722706e-01,1.071986810705455456e-01,4.512195121951219634e-01,7.256097560975610650e-01,7.277477067903931340e-01,1.071986810705455456e-01,6.349812749303676007e-01,4.512195121951219634e-01,-1.104315260748465338e-01,-8.347838711296821923e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-8.347838711296821923e-02,-1.104315260748465338e-01,-6.736259938424740690e-02,-1.104315260748465338e-01,-9.756097560975610095e-02,-9.756097560975610095e-02,-8.347838711296821923e-02,-4.708816093480111542e-02,4.512195121951219634e-01,3.115520221521442257e-01,1.000000000000000000e+00
