1.461995741852983310e-01,2.214701990089164574e-01,1.461995741852983310e-01,2.792792792792793133e-01,2.792792792792793133e-01,1.793740008335438230e-01,8.542421961772491690e-01,2.214701990089164574e-01,1.793740008335438230e-01,4.663724021672139286e-01,1.000000000000000000e+00,1.793740008335438230e-01,8.056815791722831133e-01,-1.076244005001262827e-01,-8.108108108108108558e-02,-1.196178334243350044e-01,-6.532553344640132376e-02,-4.559607525875532252e-02,-1.196178334243350044e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-9.491579957524991229e-02,-8.108108108108108558e-02,-9.491579957524991229e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-9.491579957524991229e-02,-9.491579957524991229e-02,-8.108108108108108558e-02,-8.108108108108108558e-02,2.214701990089164296e-01,2.214701990089164296e-01
8.997354108424373553e-01,6.299407883487121440e-01,4.763305116224668123e-01,4.663724021672139286e-01,7.533708035008840342e-01,5.428571428571429269e-01,1.259881576697424177e-01,8.819171036881968684e-01,5.428571428571429269e-01,8.571428571428571508e-02,1.793740008335438230e-01,1.000000000000000000e+00,2.601329908572359573e-01,-1.428571428571428492e-01,-1.076244005001262966e-01,-1.587768372074889467e-01,-8.671099695241199501e-02,-6.052275326688024565e-02,-1.587768372074889467e-01,-1.076244005001262966e-01,-1.076244005001262966e-01,-1.259881576697424177e-01,-1.076244005001262966e-01,-1.259881576697424177e-01,-8.671099695241199501e-02,-8.671099695241199501e-02,-1.259881576697424177e-01,-1.259881576697424177e-01,-1.076244005001262966e-01,-1.076244005001262966e-01,3.779644730092272531e-01,6.299407883487120330e-01
2.248723981711323872e-01,3.058876451607489555e-01,2.248723981711323872e-01,3.701780228629408809e-01,3.701780228629408809e-01,2.601329908572359573e-01,6.882472016116851776e-01,3.058876451607489555e-01,2.601329908572359573e-01,6.069769786668839373e-01,8.056815791722831133e-01,2.601329908572359573e-01,1.000000000000000000e+00,-8.671099695241199501e-02,-6.532553344640132376e-02,-9.637388493048530680e-02,-5.263157894736841119e-02,-3.673591791853225014e-02,-9.637388493048530680e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-7.647191129018725275e-02,-6.532553344640132376e-02,-7.647191129018725275e-02,-5.263157894736841119e-02,-5.263157894736841119e-02,-7.647191129018725275e-02,-7.647191129018725275e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,3.058876451607490110e-01,3.058876451607490110e-01
-1.587768372074889467e-01,-1.259881576697424177e-01,-1.587768372074889467e-01,-1.076244005001262827e-01,-1.076244005001262827e-01,-1.428571428571428492e-01,-1.259881576697424177e-01,-1.259881576697424177e-01,-1.428571428571428492e-01,-1.428571428571428492e-01,-1.076244005001262827e-01,-1.428571428571428492e-01,-8.671099695241199501e-02,1.000000000000000000e+00,4.663724021672139286e-01,2.646280620124815686e-01,2.601329908572359573e-01,-6.052275326688024565e-02,4.763305116224668678e-01,-1.076244005001262966e-01,7.533708035008840342e-01,3.779644730092272531e-01,-1.076244005001262966e-01,-1.259881576697424177e-01,-8.671099695241199501e-02,-8.671099695241199501e-02,8.819171036881968684e-01,3.779644730092272531e-01,1.793740008335438230e-01,4.663724021672139286e-01,-1.259881576697424177e-01,-1.259881576697424177e-01
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,4.663724021672139286e-01,1.000000000000000000e+00,4.120169817949316249e-01,3.701780228629408809e-01,-4.559607525875532252e-02,4.120169817949316249e-01,-8.108108108108108558e-02,6.396396396396397677e-01,5.378561975930827854e-01,-8.108108108108108558e-02,-9.491579957524991229e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,5.378561975930827854e-01,8.542421961772491690e-01,2.792792792792793133e-01,6.396396396396397677e-01,-9.491579957524991229e-02,-9.491579957524991229e-02
-1.764705882352941013e-01,-1.400280084028009686e-01,1.960784313725489822e-02,-1.196178334243350044e-01,-1.196178334243350044e-01,-1.587768372074889467e-01,-1.400280084028009686e-01,-1.400280084028009686e-01,-1.587768372074889467e-01,-1.587768372074889467e-01,-1.196178334243350044e-01,-1.587768372074889467e-01,-9.637388493048530680e-02,2.646280620124815686e-01,4.120169817949316249e-01,1.000000000000000000e+00,2.248723981711323872e-01,-6.726727939963124403e-02,2.156862745098039047e-01,-1.196178334243349906e-01,4.120169817949316249e-01,7.934920476158722202e-01,-1.196178334243349906e-01,-1.400280084028009686e-01,-9.637388493048532068e-02,-9.637388493048532068e-02,3.267320196065355842e-01,3.267320196065355842e-01,1.461995741852983310e-01,6.778343894045649742e-01,-1.400280084028009686e-01,-1.400280084028009686e-01
-9.637388493048532068e-02,-7.647191129018723887e-02,-9.637388493048532068e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-7.647191129018723887e-02,-7.647191129018723887e-02,-8.671099695241199501e-02,-8.671099695241199501e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-5.263157894736841119e-02,2.601329908572359573e-01,3.701780228629408809e-01,2.248723981711323872e-01,1.000000000000000000e+00,-3.673591791853225014e-02,2.248723981711323872e-01,-6.532553344640132376e-02,3.701780228629408254e-01,3.058876451607490110e-01,-6.532553344640132376e-02,-7.647191129018725275e-02,-5.263157894736841119e-02,-5.263157894736841119e-02,3.058876451607490110e-01,3.058876451607490110e-01,8.056815791722830022e-01,3.701780228629408254e-01,-7.647191129018725275e-02,-7.647191129018725275e-02
-6.726727939963124403e-02,-5.337605126836237474e-02,-6.726727939963124403e-02,-4.559607525875532252e-02,-4.559607525875532252e-02,-6.052275326688024565e-02,-5.337605126836237474e-02,-5.337605126836237474e-02,-6.052275326688024565e-02,-6.052275326688024565e-02,-4.559607525875532252e-02,-6.052275326688024565e-02,-3.673591791853225014e-02,-6.052275326688024565e-02,-4.559607525875532252e-02,-6.726727939963124403e-02,-3.673591791853225014e-02,1.000000000000000000e+00,-6.726727939963124403e-02,5.623515948579823620e-01,-4.559607525875531558e-02,-5.337605126836237474e-02,5.623515948579823620e-01,4.803844614152614212e-01,6.979824404521127734e-01,6.979824404521127734e-01,-5.337605126836237474e-02,-5.337605126836237474e-02,-4.559607525875531558e-02,-4.559607525875531558e-02,-5.337605126836237474e-02,-5.337605126836237474e-02
-1.764705882352941013e-01,-1.400280084028009686e-01,-1.764705882352941013e-01,-1.196178334243350044e-01,-1.196178334243350044e-01,-1.587768372074889467e-01,-1.400280084028009686e-01,-1.400280084028009686e-01,-1.587768372074889467e-01,-1.587768372074889467e-01,-1.196178334243350044e-01,-1.587768372074889467e-01,-9.637388493048530680e-02,4.763305116224668678e-01,4.120169817949316249e-01,2.156862745098039047e-01,2.248723981711323872e-01,-6.726727939963124403e-02,1.000000000000000000e+00,-1.196178334243349906e-01,6.778343894045649742e-01,3.267320196065355842e-01,-1.196178334243349906e-01,-1.400280084028009686e-01,-9.637388493048532068e-02,-9.637388493048532068e-02,5.601120336112038745e-01,3.267320196065355842e-01,1.461995741852983310e-01,4.120169817949316249e-01,-1.400280084028009686e-01,-1.400280084028009686e-01
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.196178334243349906e-01,-6.532553344640132376e-02,5.623515948579823620e-01,-1.196178334243349906e-01,1.000000000000000000e+00,-8.108108108108108558e-02,-9.491579957524991229e-02,2.792792792792793133e-01,2.214701990089164296e-01,8.056815791722831133e-01,3.701780228629408809e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-8.108108108108108558e-02,-8.108108108108108558e-02,-9.491579957524991229e-02,-9.491579957524991229e-02
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,7.533708035008840342e-01,6.396396396396397677e-01,4.120169817949316249e-01,3.701780228629408254e-01,-4.559607525875531558e-02,6.778343894045649742e-01,-8.108108108108108558e-02,1.000000000000000000e+00,5.378561975930827854e-01,-8.108108108108108558e-02,-9.491579957524991229e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,8.542421961772491690e-01,5.378561975930827854e-01,2.792792792792793133e-01,6.396396396396397677e-01,-9.491579957524991229e-02,-9.491579957524991229e-02
-1.400280084028009686e-01,-1.111111111111111049e-01,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.259881576697424177e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.259881576697424177e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.259881576697424177e-01,-7.647191129018725275e-02,3.779644730092272531e-01,5.378561975930827854e-01,7.934920476158722202e-01,3.058876451607490110e-01,-5.337605126836237474e-02,3.267320196065355842e-01,-9.491579957524991229e-02,5.378561975930827854e-01,1.000000000000000000e+00,-9.491579957524989841e-02,-1.111111111111111049e-01,-7.647191129018723887e-02,-7.647191129018723887e-02,4.444444444444444198e-01,4.444444444444444198e-01,2.214701990089164574e-01,8.542421961772491690e-01,-1.111111111111111049e-01,-1.111111111111111049e-01
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.196178334243349906e-01,-6.532553344640132376e-02,5.623515948579823620e-01,-1.196178334243349906e-01,2.792792792792793133e-01,-8.108108108108108558e-02,-9.491579957524989841e-02,1.000000000000000000e+00,8.542421961772491690e-01,3.701780228629408809e-01,8.056815791722831133e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-8.108108108108108558e-02,-8.108108108108108558e-02,-9.491579957524991229e-02,-9.491579957524991229e-02
-1.400280084028009686e-01,-1.111111111111111049e-01,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.259881576697424177e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.259881576697424177e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.259881576697424177e-01,-7.647191129018725275e-02,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.400280084028009686e-01,-7.647191129018725275e-02,4.803844614152614212e-01,-1.400280084028009686e-01,2.214701990089164296e-01,-9.491579957524991229e-02,-1.111111111111111049e-01,8.542421961772491690e-01,1.000000000000000000e+00,3.058876451607489555e-01,6.882472016116851776e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.111111111111111049e-01,-1.111111111111111049e-01
-9.637388493048532068e-02,-7.647191129018723887e-02,-9.637388493048532068e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-7.647191129018723887e-02,-7.647191129018723887e-02,-8.671099695241199501e-02,-8.671099695241199501e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-5.263157894736841119e-02,-8.671099695241199501e-02,-6.532553344640132376e-02,-9.637388493048532068e-02,-5.263157894736841119e-02,6.979824404521127734e-01,-9.637388493048532068e-02,8.056815791722831133e-01,-6.532553344640132376e-02,-7.647191129018723887e-02,3.701780228629408809e-01,3.058876451607489555e-01,1.000000000000000000e+00,4.736842105263156522e-01,-7.647191129018725275e-02,-7.647191129018725275e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-7.647191129018725275e-02,-7.647191129018725275e-02
-9.637388493048532068e-02,-7.647191129018723887e-02,-9.637388493048532068e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-7.647191129018723887e-02,-7.647191129018723887e-02,-8.671099695241199501e-02,-8.671099695241199501e-02,-6.532553344640132376e-02,-8.671099695241199501e-02,-5.263157894736841119e-02,-8.671099695241199501e-02,-6.532553344640132376e-02,-9.637388493048532068e-02,-5.263157894736841119e-02,6.979824404521127734e-01,-9.637388493048532068e-02,3.701780228629408809e-01,-6.532553344640132376e-02,-7.647191129018723887e-02,8.056815791722831133e-01,6.882472016116851776e-01,4.736842105263156522e-01,1.000000000000000000e+00,-7.647191129018725275e-02,-7.647191129018725275e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,-7.647191129018725275e-02,-7.647191129018725275e-02
-1.400280084028009686e-01,-1.111111111111111049e-01,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.259881576697424177e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.259881576697424177e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.259881576697424177e-01,-7.647191129018725275e-02,8.819171036881968684e-01,5.378561975930827854e-01,3.267320196065355842e-01,3.058876451607490110e-01,-5.337605126836237474e-02,5.601120336112038745e-01,-9.491579957524991229e-02,8.542421961772491690e-01,4.444444444444444198e-01,-9.491579957524991229e-02,-1.111111111111111049e-01,-7.647191129018725275e-02,-7.647191129018725275e-02,1.000000000000000000e+00,4.444444444444444198e-01,2.214701990089164574e-01,5.378561975930827854e-01,-1.111111111111111049e-01,-1.111111111111111049e-01
-1.400280084028009686e-01,-1.111111111111111049e-01,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.259881576697424177e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.259881576697424177e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.259881576697424177e-01,-7.647191129018725275e-02,3.779644730092272531e-01,8.542421961772491690e-01,3.267320196065355842e-01,3.058876451607490110e-01,-5.337605126836237474e-02,3.267320196065355842e-01,-9.491579957524991229e-02,5.378561975930827854e-01,4.444444444444444198e-01,-9.491579957524991229e-02,-1.111111111111111049e-01,-7.647191129018725275e-02,-7.647191129018725275e-02,4.444444444444444198e-01,1.000000000000000000e+00,2.214701990089164574e-01,5.378561975930827854e-01,-1.111111111111111049e-01,-1.111111111111111049e-01
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,1.793740008335438230e-01,2.792792792792793133e-01,1.461995741852983310e-01,8.056815791722830022e-01,-4.559607525875531558e-02,1.461995741852983310e-01,-8.108108108108108558e-02,2.792792792792793133e-01,2.214701990089164574e-01,-8.108108108108108558e-02,-9.491579957524989841e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,2.214701990089164574e-01,2.214701990089164574e-01,1.000000000000000000e+00,2.792792792792793133e-01,-9.491579957524991229e-02,-9.491579957524991229e-02
-1.196178334243349906e-01,-9.491579957524989841e-02,-1.196178334243349906e-01,-8.108108108108108558e-02,-8.108108108108108558e-02,-1.076244005001262966e-01,-9.491579957524989841e-02,-9.491579957524989841e-02,-1.076244005001262966e-01,-1.076244005001262966e-01,-8.108108108108108558e-02,-1.076244005001262966e-01,-6.532553344640132376e-02,4.663724021672139286e-01,6.396396396396397677e-01,6.778343894045649742e-01,3.701780228629408254e-01,-4.559607525875531558e-02,4.120169817949316249e-01,-8.108108108108108558e-02,6.396396396396397677e-01,8.542421961772491690e-01,-8.108108108108108558e-02,-9.491579957524989841e-02,-6.532553344640132376e-02,-6.532553344640132376e-02,5.378561975930827854e-01,5.378561975930827854e-01,2.792792792792793133e-01,1.000000000000000000e+00,-9.491579957524991229e-02,-9.491579957524991229e-02
3.267320196065355842e-01,4.444444444444444198e-01,3.267320196065355842e-01,8.542421961772491690e-01,5.378561975930827854e-01,3.779644730092272531e-01,1.666666666666666574e-01,4.444444444444444198e-01,3.779644730092272531e-01,1.259881576697424177e-01,2.214701990089164296e-01,3.779644730092272531e-01,3.058876451607490110e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.400280084028009686e-01,-7.647191129018725275e-02,-5.337605126836237474e-02,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.111111111111111049e-01,-9.491579957524991229e-02,-1.111111111111111049e-01,-7.647191129018725275e-02,-7.647191129018725275e-02,-1.111111111111111049e-01,-1.111111111111111049e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,1.000000000000000000e+00,4.444444444444444198e-01
5.601120336112038745e-01,7.222222222222222099e-01,7.934920476158722202e-01,5.378561975930827854e-01,8.542421961772491690e-01,8.819171036881968684e-01,1.666666666666666574e-01,7.222222222222222099e-01,8.819171036881968684e-01,1.259881576697424177e-01,2.214701990089164296e-01,6.299407883487120330e-01,3.058876451607490110e-01,-1.259881576697424177e-01,-9.491579957524991229e-02,-1.400280084028009686e-01,-7.647191129018725275e-02,-5.337605126836237474e-02,-1.400280084028009686e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,-1.111111111111111049e-01,-9.491579957524991229e-02,-1.111111111111111049e-01,-7.647191129018725275e-02,-7.647191129018725275e-02,-1.111111111111111049e-01,-1.111111111111111049e-01,-9.491579957524991229e-02,-9.491579957524991229e-02,4.444444444444444198e-01,1.000000000000000000e+00
